transaction_id,description,ai_category,original_category,confidence
TXN000456,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000457,Shell gas station,Gas,Gas,0.85
TXN000458,Electric bill payment,Utilities,Utilities,0.85
TXN000459,Car insurance monthly,Insurance,Insurance,0.85
TXN000460,Shell gas station,Gas,Gas,0.85
TXN000461,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000462,Amazon online purchase,Shopping,Shopping,0.85
TXN000463,Car insurance monthly,Insurance,Insurance,0.85
TXN000464,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000465,Uber ride to downtown,Transportation,Transportation,0.85
TXN000466,Electric bill payment,Utilities,Utilities,0.85
TXN000467,Car insurance monthly,Insurance,Insurance,0.85
TXN000468,Uber ride to downtown,Transportation,Transportation,0.85
TXN000469,Car insurance monthly,Insurance,Insurance,0.85
TXN000470,Electric bill payment,Utilities,Utilities,0.85
TXN000471,Car insurance monthly,Insurance,Insurance,0.85
TXN000472,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000473,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000474,Shell gas station,Gas,Gas,0.85
TXN000475,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000476,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000477,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000478,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000479,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000480,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000481,Amazon online purchase,Shopping,Shopping,0.85
TXN000482,Amazon online purchase,Shopping,Shopping,0.85
TXN000483,Electric bill payment,Utilities,Utilities,0.85
TXN000484,Electric bill payment,Utilities,Utilities,0.85
TXN000485,Car insurance monthly,Insurance,Insurance,0.85
TXN000486,Amazon online purchase,Shopping,Shopping,0.85
TXN000487,Shell gas station,Gas,Gas,0.85
TXN000488,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000489,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000490,Amazon online purchase,Shopping,Shopping,0.85
TXN000491,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000492,Car insurance monthly,Insurance,Insurance,0.85
TXN000493,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000494,Amazon online purchase,Shopping,Shopping,0.85
TXN000495,Car insurance monthly,Insurance,Insurance,0.85
TXN000496,Shell gas station,Gas,Gas,0.85
TXN000497,Electric bill payment,Utilities,Utilities,0.85
TXN000498,Car insurance monthly,Insurance,Insurance,0.85
TXN000499,Uber ride to downtown,Transportation,Transportation,0.85
TXN000500,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000501,Electric bill payment,Utilities,Utilities,0.85
TXN000502,Electric bill payment,Utilities,Utilities,0.85
TXN000503,Car insurance monthly,Insurance,Insurance,0.85
TXN000504,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000505,Car insurance monthly,Insurance,Insurance,0.85
TXN000506,Electric bill payment,Utilities,Utilities,0.85
TXN000507,Uber ride to downtown,Transportation,Transportation,0.85
TXN000508,Electric bill payment,Utilities,Utilities,0.85
TXN000509,Amazon online purchase,Shopping,Shopping,0.85
TXN000510,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000511,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000512,Amazon online purchase,Shopping,Shopping,0.85
TXN000513,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000514,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000515,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000516,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000517,Uber ride to downtown,Transportation,Transportation,0.85
TXN000518,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000519,Shell gas station,Gas,Gas,0.85
TXN000520,Amazon online purchase,Shopping,Shopping,0.85
TXN000521,Amazon online purchase,Shopping,Shopping,0.85
TXN000522,Electric bill payment,Utilities,Utilities,0.85
TXN000523,Amazon online purchase,Shopping,Shopping,0.85
TXN000524,Car insurance monthly,Insurance,Insurance,0.85
TXN000525,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000526,Amazon online purchase,Shopping,Shopping,0.85
TXN000527,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000528,Uber ride to downtown,Transportation,Transportation,0.85
TXN000529,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000530,Amazon online purchase,Shopping,Shopping,0.85
TXN000531,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000532,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000533,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000534,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000535,Amazon online purchase,Shopping,Shopping,0.85
TXN000536,Car insurance monthly,Insurance,Insurance,0.85
TXN000537,Amazon online purchase,Shopping,Shopping,0.85
TXN000538,Electric bill payment,Utilities,Utilities,0.85
TXN000539,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000540,Uber ride to downtown,Transportation,Transportation,0.85
TXN000541,Uber ride to downtown,Transportation,Transportation,0.85
TXN000542,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000543,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000544,Amazon online purchase,Shopping,Shopping,0.85
TXN000545,Amazon online purchase,Shopping,Shopping,0.85
TXN000546,Shell gas station,Gas,Gas,0.85
TXN000547,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000548,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000549,Car insurance monthly,Insurance,Insurance,0.85
TXN000550,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000551,Electric bill payment,Utilities,Utilities,0.85
TXN000552,Uber ride to downtown,Transportation,Transportation,0.85
TXN000553,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000554,Electric bill payment,Utilities,Utilities,0.85
TXN000555,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000556,Car insurance monthly,Insurance,Insurance,0.85
TXN000557,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000558,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000559,Shell gas station,Gas,Gas,0.85
TXN000560,Car insurance monthly,Insurance,Insurance,0.85
TXN000561,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000562,Amazon online purchase,Shopping,Shopping,0.85
TXN000563,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000564,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000565,Electric bill payment,Utilities,Utilities,0.85
TXN000566,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000567,Car insurance monthly,Insurance,Insurance,0.85
TXN000568,Shell gas station,Gas,Gas,0.85
TXN000569,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000570,Uber ride to downtown,Transportation,Transportation,0.85
TXN000571,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000572,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000573,Amazon online purchase,Shopping,Shopping,0.85
TXN000574,Shell gas station,Gas,Gas,0.85
TXN000575,Uber ride to downtown,Transportation,Transportation,0.85
TXN000576,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000577,Electric bill payment,Utilities,Utilities,0.85
TXN000578,Car insurance monthly,Insurance,Insurance,0.85
TXN000579,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000580,Car insurance monthly,Insurance,Insurance,0.85
TXN000581,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000582,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000583,Uber ride to downtown,Transportation,Transportation,0.85
TXN000584,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000585,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000586,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000587,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000588,Car insurance monthly,Insurance,Insurance,0.85
TXN000589,Electric bill payment,Utilities,Utilities,0.85
TXN000590,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000591,Uber ride to downtown,Transportation,Transportation,0.85
TXN000592,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000593,Uber ride to downtown,Transportation,Transportation,0.85
TXN000594,Uber ride to downtown,Transportation,Transportation,0.85
TXN000595,Uber ride to downtown,Transportation,Transportation,0.85
TXN000596,Shell gas station,Gas,Gas,0.85
TXN000597,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000598,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000599,Car insurance monthly,Insurance,Insurance,0.85
TXN000600,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000601,Electric bill payment,Utilities,Utilities,0.85
TXN000602,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000603,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000604,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000605,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000606,Amazon online purchase,Shopping,Shopping,0.85
TXN000607,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000608,Amazon online purchase,Shopping,Shopping,0.85
TXN000609,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000610,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000611,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000612,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000613,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000614,Shell gas station,Gas,Gas,0.85
TXN000615,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000616,Electric bill payment,Utilities,Utilities,0.85
TXN000617,Amazon online purchase,Shopping,Shopping,0.85
TXN000618,Shell gas station,Gas,Gas,0.85
TXN000619,Car insurance monthly,Insurance,Insurance,0.85
TXN000620,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000621,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000622,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000623,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000624,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000625,Amazon online purchase,Shopping,Shopping,0.85
TXN000626,Uber ride to downtown,Transportation,Transportation,0.85
TXN000627,Car insurance monthly,Insurance,Insurance,0.85
TXN000628,Uber ride to downtown,Transportation,Transportation,0.85
TXN000629,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000630,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000631,Uber ride to downtown,Transportation,Transportation,0.85
TXN000632,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000633,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000634,Uber ride to downtown,Transportation,Transportation,0.85
TXN000635,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000636,Uber ride to downtown,Transportation,Transportation,0.85
TXN000637,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000638,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000639,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000640,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000641,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000642,Uber ride to downtown,Transportation,Transportation,0.85
TXN000643,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000644,Car insurance monthly,Insurance,Insurance,0.85
TXN000645,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000646,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000647,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000648,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000649,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000650,Shell gas station,Gas,Gas,0.85
TXN000651,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000652,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000653,Shell gas station,Gas,Gas,0.85
TXN000654,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000655,Electric bill payment,Utilities,Utilities,0.85
TXN000656,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000657,Car insurance monthly,Insurance,Insurance,0.85
TXN000658,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000659,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000660,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000661,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000662,Uber ride to downtown,Transportation,Transportation,0.85
TXN000663,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000664,Uber ride to downtown,Transportation,Transportation,0.85
TXN000665,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000666,Amazon online purchase,Shopping,Shopping,0.85
TXN000667,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000668,Electric bill payment,Utilities,Utilities,0.85
TXN000669,Amazon online purchase,Shopping,Shopping,0.85
TXN000670,Electric bill payment,Utilities,Utilities,0.85
TXN000671,Electric bill payment,Utilities,Utilities,0.85
TXN000672,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000673,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000674,Electric bill payment,Utilities,Utilities,0.85
TXN000675,Car insurance monthly,Insurance,Insurance,0.85
TXN000676,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000677,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000678,Amazon online purchase,Shopping,Shopping,0.85
TXN000679,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000680,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000681,Uber ride to downtown,Transportation,Transportation,0.85
TXN000682,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000683,Car insurance monthly,Insurance,Insurance,0.85
TXN000684,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000685,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000686,Uber ride to downtown,Transportation,Transportation,0.85
TXN000687,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000688,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000689,Electric bill payment,Utilities,Utilities,0.85
TXN000690,Electric bill payment,Utilities,Utilities,0.85
TXN000691,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000692,Shell gas station,Gas,Gas,0.85
TXN000693,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000694,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000695,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000696,Electric bill payment,Utilities,Utilities,0.85
TXN000697,Car insurance monthly,Insurance,Insurance,0.85
TXN000698,Car insurance monthly,Insurance,Insurance,0.85
TXN000699,Uber ride to downtown,Transportation,Transportation,0.85
TXN000700,Uber ride to downtown,Transportation,Transportation,0.85
TXN000701,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000702,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000703,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000704,Electric bill payment,Utilities,Utilities,0.85
TXN000705,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000706,Electric bill payment,Utilities,Utilities,0.85
TXN000707,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000708,Shell gas station,Gas,Gas,0.85
TXN000709,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000710,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000711,Electric bill payment,Utilities,Utilities,0.85
TXN000712,Uber ride to downtown,Transportation,Transportation,0.85
TXN000713,Shell gas station,Gas,Gas,0.85
TXN000714,Shell gas station,Gas,Gas,0.85
TXN000715,Shell gas station,Gas,Gas,0.85
TXN000716,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000717,Shell gas station,Gas,Gas,0.85
TXN000718,Car insurance monthly,Insurance,Insurance,0.85
TXN000719,Amazon online purchase,Shopping,Shopping,0.85
TXN000720,Shell gas station,Gas,Gas,0.85
TXN000721,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000722,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000723,Amazon online purchase,Shopping,Shopping,0.85
TXN000724,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000725,Car insurance monthly,Insurance,Insurance,0.85
TXN000726,Car insurance monthly,Insurance,Insurance,0.85
TXN000727,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000728,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000729,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000730,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000731,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000732,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000733,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000734,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000735,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000736,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000737,Shell gas station,Gas,Gas,0.85
TXN000738,Uber ride to downtown,Transportation,Transportation,0.85
TXN000739,Uber ride to downtown,Transportation,Transportation,0.85
TXN000740,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000741,Electric bill payment,Utilities,Utilities,0.85
TXN000742,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN000743,Electric bill payment,Utilities,Utilities,0.85
TXN000744,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN000745,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000746,Car insurance monthly,Insurance,Insurance,0.85
TXN000747,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN000748,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000749,Amazon online purchase,Shopping,Shopping,0.85
TXN000750,Shell gas station,Gas,Gas,0.85
TXN000751,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN000752,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000753,Uber ride to downtown,Transportation,Transportation,0.85
TXN000754,Walmart grocery shopping,Grocery,Grocery,0.85
TXN000755,Amazon online purchase,Shopping,Shopping,0.85
TXN000756,Amazon online purchase,Shopping,Shopping,0.85
TXN000757,Uber ride to downtown,Transportation,Transportation,0.85
TXN000758,Doctor appointment co-pay,Healthcare,Healthcare,0.85
